paragraph_id,comp_00,comp_01,comp_02,comp_03,comp_04,comp_05,comp_06,comp_07,comp_08,comp_09
24,0.008069678870672123,0.003443861749155602,0.0005999654402117614,0.0010716185743861338,7.140323185215669e-05,0.009415857178315242,0.042240771739013236,0.023195045202307533,0.0003840675838496928,0.9115077304303207
25,1.0807725385783875e-05,0.022893962694424924,3.9925686009311324e-06,3.9674385940085635e-05,2.563188288026785e-05,7.597911019972185e-05,0.007273448346820602,0.04625842195087464,0.00039708717201797497,0.9230209941629092
26,0.004483125510810959,0.0007528856953461573,0.00010521725059693123,0.1909788984199319,5.635723842200984e-05,0.008244942398760583,0.03757737402439967,0.002887974007690111,0.001574642465131982,0.7533385829888954
27,6.7233051757571385e-06,1.3166664426039446e-05,4.4705142804333756e-07,0.9814264602820733,3.547147524043814e-08,5.539483907809445e-05,0.0007298418491225189,2.3273349317383073e-05,1.823194010055623e-05,0.017726425247762318
28,0.0002744077570045391,0.006666811884697372,1.7052663975147127e-05,0.0006032473459777697,5.163162415702374e-06,0.0017793492068856548,0.04439705514043102,0.05392575939789447,0.00011891193639222278,0.892212241504219
29,0.0022659573304739423,0.0010774967590665532,2.6613468718052924e-05,0.0010071095612846442,4.942106776108238e-06,0.000488597275971928,0.00879883115762407,0.4875702618943042,7.708900655114384e-05,0.49868310143930633
30,0.017898257089927958,0.002613943114882044,4.0368601036967514e-05,0.0013345674837562536,5.496039500185558e-06,0.0036565182493648847,0.027523195847886126,0.00928289313069617,0.0007129057490544553,0.9369318546939619
31,0.005921389778092072,0.010519492425175157,2.2907355884666794e-05,0.0010945058657505688,6.349324810532191e-06,0.004160186797257134,0.04632921554875322,0.004108696272140402,0.0013113485685928609,0.9265259080635126
32,0.0002114714692392775,0.0006008350252395499,3.839899980130955e-05,0.0019058138641880333,5.9715950313463475e-06,0.0006712784031509209,0.029312138120666385,0.0031581588877516486,0.00041237621615489276,0.9636835574187635
33,1.4870431654384202e-10,5.76742012438723e-10,1.1330113157793771e-12,0.9999986335947383,1.6917199046161147e-13,2.848448419612149e-08,7.624098543055231e-08,6.656692220658889e-10,2.7974421583456664e-09,1.2574898343432747e-06
34,0.034602591705596944,0.0014092101969884112,9.872068152866752e-05,0.001237539897300479,1.357575053705858e-05,0.007867435877224748,0.029019131758240196,0.02945190717165431,0.00039505702675154915,0.8959048299342349
35,0.0005719243078163102,0.0006152173326508382,1.2646382248960626e-05,0.0004904263724770462,7.125168729416388e-06,0.016888299078499345,0.01606389764316723,0.013544605826039259,0.000259132492518675,0.9515467253958394
36,0.0018317523619683813,0.001596367383461838,6.836674676745776e-05,0.02761002214663694,4.274688269236706e-06,0.0050801584640632535,0.08558716537949372,0.0012440444539987003,0.00013079328799550112,0.876847055087291
37,0.00046416615555386033,0.00242634198731467,0.00023569956770118502,0.0006580529246859414,1.5546854955496932e-06,0.004398278813750814,0.030322606858664062,0.0011034782428710668,0.0003860546377820478,0.9600037661261649
38,0.00014092619012396853,0.00021671119389961397,7.667968911280621e-07,4.506540975726421e-05,4.94620835126918e-07,0.0001033631257549607,0.003309801611805246,0.00022190234853589899,0.00010083852209183045,0.9958601301803766
39,0.001485000349567648,0.0026535319324424555,1.4020587193620612e-05,0.00044144929582860647,3.5580876054004565e-06,0.00586515081335079,0.021030265463221624,0.0009976218784650858,0.00016783101123841692,0.967341570581132
40,3.826494131982165e-09,3.203589391833669e-08,2.319483543695538e-10,3.25474538047626e-08,3.220795839440026e-11,5.218230874867502e-08,9.56036953267367e-07,2.630938299888968e-08,0.9999811288169279,1.7767980499246744e-05
41,4.269172118033195e-05,0.0004759456699005622,1.0996247170935887e-05,0.0076155082986231895,1.108255134946496e-06,0.0014513830636940339,0.0047510231828504345,0.012389249815052331,0.8193418928703562,0.15392020087601246
42,3.1942954365809486e-06,0.00011216456827685056,2.1169270080337145e-07,7.976287068671556e-05,5.048005783154416e-08,0.0001372782691287045,0.00032980147928449003,0.0016093769793747322,0.00048692725685399175,0.9972412321082479
43,0.00011947042365181528,0.009678782745100492,3.724266574743309e-05,0.0007832623390010212,8.696997473838777e-06,0.003955068643946875,0.01681779565403309,0.002588921045750834,0.01929265486566203,0.9467181046195589
44,0.002080376911004075,0.0007233210750860591,1.05629727140714e-05,0.00022234551890886186,3.1923913621193913e-06,0.003487565443224748,0.010258744083372514,0.01231639348903736,0.024148208906019094,0.946749289209304
45,6.860697444582299e-09,0.000322739380222291,2.3533908067118558e-08,2.7085964442750854e-06,4.970251947623098e-10,0.9995487491707866,1.5600943021162398e-06,7.344781708247133e-07,2.521443322574774e-08,0.0001234521739607708
46,1.3065349366604376e-08,0.9999630942370962,8.812445513722951e-10,3.05143141501942e-08,6.451530190671784e-11,2.903516510381171e-07,8.513346259740454e-07,3.5691044270042134e-07,5.758939191169809e-08,3.530505145752571e-05
47,4.818751207104097e-10,0.0973109693577076,0.007359448804145922,7.892221537178715e-13,3.2193775781452895e-17,0.0001711503304661567,3.570776243269318e-15,0.24123409722133773,1.1390664792518202e-09,0.6539243326645531
48,9.676974512971881e-07,7.259855760786425e-06,3.564761394153037e-08,1.6133049157237507e-06,2.9076469037125986e-09,3.537914559336626e-05,2.4724520158693356e-05,5.60168121796758e-06,0.9983419664311114,0.00158244880854595
49,1.5705045739518199e-21,1.598600029213196e-17,1.7411681757704117e-20,3.4217741508189666e-19,3.70407549730567e-19,1.0218547240951715e-19,1.0,2.354151278133098e-19,1.3978101276512143e-17,6.201801281783104e-19
50,6.13664290192254e-13,1.7739024699304727e-12,4.104602738765486e-13,5.650938310989829e-12,2.0206708510409765e-15,1.5220819469716061e-09,5.078937599918054e-11,1.0696063887588068e-12,0.9999999973913418,1.0263248134373684e-09
51,9.884482657695841e-13,3.3331914974069846e-09,2.579526636414142e-11,1.6247064669217123e-13,1.2276464064692136e-16,3.3790066798780983e-10,7.741278574435261e-13,0.9999992586017944,7.674892603159266e-13,7.376985424127838e-07
52,4.433190303040163e-09,2.4895515996733605e-09,1.1630469359345684e-10,4.873214347701219e-09,9.165446133351109e-12,1.5025371003517054e-06,8.680805991653435e-08,8.975542073162918e-09,0.9999960134577914,2.3763000510449223e-06
53,0.00036496743040196874,0.16544642919366587,4.625431800131019e-05,0.07577434920808301,0.00014519500725817134,0.13110982120545822,0.02292368200484147,0.07014324470936421,0.07583342367083999,0.4582126332520979
54,1.7012099544907272e-08,4.2592920053835125e-06,1.0236414469211713e-09,4.49964271655909e-08,5.829276836643408e-11,8.166679785856965e-07,8.99389235810883e-08,6.108330953735053e-08,0.9999884537451561,6.256182072403741e-06
55,2.1368368990421366e-06,1.3470294095907302e-05,1.4685812529630637e-07,5.4471804929180025e-06,2.834385810314344e-08,0.00023144810217332794,0.0001381826761858755,2.7886426930350664e-05,0.9399462194356822,0.05963503384553568
56,1.2680888960208062e-10,8.551776639107177e-10,3.2393042752441816e-11,6.357979972281222e-10,2.8673400297720606e-13,5.264333834055486e-08,7.291044683975164e-09,8.885149696842599e-10,0.9999982067313503,1.7307952816256754e-06
57,3.3829745175842475e-07,8.011046424406706e-06,1.3277915648542308e-07,2.108740256439515e-06,1.264308635936645e-08,0.0047081063453007785,0.00011803552809900053,1.2709171395965073e-05,0.9930062110791856,0.0021443343696551584
58,1.0626880536734777e-16,5.293641382942586e-14,6.329151424438918e-15,2.9865031494243857e-15,1.0572653221250092e-14,2.2145479010583468e-13,0.9999999999995453,5.17629972665395e-15,1.91319066854511e-14,2.1466082787946073e-13
59,0.00031350171425527514,0.00035841998510250083,0.4900265813653425,0.00024644428974450585,1.520013306764096e-06,0.004552113045432433,0.023731450859803643,0.000497983186090077,0.001711558526607556,0.47856042701424706
60,0.00010047028721291494,0.0013750978372199737,0.00037563231310388205,0.004002766602832361,6.998890973471175e-07,0.0155410035582541,0.0009858332169782298,0.06106521513888768,0.00623760060494578,0.9103156805515472
61,1.0373971124060655e-16,0.9999999997933173,1.176699780940275e-16,3.6282941397744442e-12,6.7556497656640794e-18,4.382918521873416e-12,1.4716498826071722e-14,2.3725389671447554e-12,2.389094898467963e-14,1.9621810262841785e-10
62,0.00015013637397721412,0.000867325920862284,0.0009240544861446398,9.710562354764165e-05,6.075719299825799e-08,0.0032279915875578183,0.023255328618914772,0.0005532909437836899,0.06689644476020114,0.9040282609278777
63,1.3718135368321257e-06,0.0009881590655106429,0.5927535311493559,4.072445799449558e-07,4.578921795672657e-11,0.00019117111295729005,4.88664225401751e-06,0.0015552984407001382,1.0476060705992768e-06,0.40450412687935305
64,0.0007926776433800624,3.502210464969589e-05,0.0017047589523689819,6.734990722946316e-06,6.869366352971092e-09,0.42019545705541805,0.009142083641542963,8.790551925787046e-05,0.0006166506730963858,0.5674187025503045
65,0.001989401717422704,0.0005207692020943411,5.087964273437279e-05,0.0014592954301808538,9.666235824978222e-06,0.007719438402287832,0.014587194094614214,0.0041380317156381905,0.09414738757381236,0.87537793598537
66,3.973545832194442e-06,6.055746483786246e-06,9.986122422547759e-08,8.122521638320365e-07,7.820657656081813e-09,2.888151328440613e-05,5.2787605081891446e-05,2.4717980427317783e-05,0.9972211109856602,0.002661552689296877
67,1.6868901391165318e-06,1.8295480516251365e-05,3.258662265577653e-07,3.312257828818456e-06,9.182539919615208e-09,4.526868095868404e-05,0.0002156018734864651,1.4249668114783111e-05,0.9906713492759461,0.009029900824250009
68,2.412974155442636e-12,3.2089131406888584e-11,2.510455987939107e-13,1.60097502239809e-11,3.320312541334315e-14,1.3788157637951145e-11,2.8582249785946257e-10,1.294916925759962e-10,0.9999999842684703,1.5251611068924525e-08
69,4.5060032149083964e-08,8.181101161132106e-08,1.0410557810637143e-09,1.4627225031532242e-07,1.7523613247768116e-10,1.0461484748904834e-07,3.689156441489455e-07,4.499783596979256e-08,0.9999555855806673,4.362153137090706e-05
70,4.344635053074443e-05,0.05807606636323143,0.014147362727669033,0.000650249306243997,4.587927058450967e-06,0.0020927427016510674,0.04010949379819171,0.003824422219357775,0.0003480954946681172,0.8807035331113023
71,5.907987514455416e-05,0.0003219016204719513,1.1362494060687734e-05,0.001079802127409804,9.731966228510256e-06,0.00015060469637487658,0.0008720144644746872,0.005662657248491502,0.9786302343830767,0.013202611124242794
72,2.066492011681793e-05,8.079379995518856e-06,0.0009178576392118011,5.3550913353251606e-05,1.7880630252360997e-08,0.0007665635828869636,0.004524500648915246,9.107845306372196e-06,0.9762974642443532,0.017402192945343925
73,3.855470168426784e-14,4.1520163183180647e-13,2.0243784350815e-14,0.9999999993810889,4.598344911677319e-16,9.056809588160715e-11,6.968182467509854e-12,3.370896385124491e-13,6.082699162558328e-11,4.597827005439496e-10
74,8.95629956821907e-09,1.1559541578518522e-08,4.713400245771477e-10,1.4883779858217978e-08,7.93124953895252e-12,8.72338174265868e-07,3.8711213841705216e-08,2.5422125248153136e-08,0.9999957737814559,3.253868194269456e-06
75,2.589384067578118e-07,1.991857789572563e-06,1.4877971714132919e-07,6.29294864487045e-07,9.66601579579356e-10,0.9908405823007613,1.3691466728911912e-05,4.719007223260169e-07,0.0002478283632764397,0.008894396131055223
76,0.00014398858347925808,0.00018115368413575882,1.8405092321255775e-06,0.0004998633044191168,1.514449268827259e-06,0.00027041258468830085,0.012002899739742268,0.0004070776611968314,0.035871222825133664,0.9506200266587053
77,0.053551418340085276,0.003003404467052768,0.9432721610873456,1.0344172917973646e-07,2.0538186399571317e-10,2.237825542119063e-06,8.102173806965117e-06,2.094798283309404e-06,4.514892727153811e-08,0.00016043251181317288
78,3.653438936777843e-05,0.000856934372551454,1.2536271161614599e-05,3.7718122888174856e-05,3.885817119592664e-07,0.014877108000916182,0.0038865832264714543,0.0008252011884549654,0.0024216209081978253,0.9770453749382354
79,6.634241466775697e-08,0.998402808720054,1.2671948918958586e-07,2.526797394316825e-07,5.857328026391047e-11,1.395835466404194e-07,9.385862645403795e-06,3.3895655342317034e-05,1.8776457519911646e-07,0.0015531366135130842
80,0.00046270600664326744,8.24436365570693e-06,0.9954531474602792,2.8425067779339786e-07,4.077290228340486e-11,0.00016900327386819785,2.58997247371885e-06,8.675765261044535e-08,8.770286498362787e-08,0.003903850171121397
81,1.5002874766756364e-06,1.4098836447541059e-05,0.9988824560093778,1.177780409251882e-11,2.498946823967368e-15,2.4602214875672163e-05,4.901469789863195e-12,2.4902331088330305e-05,3.748327987523597e-10,0.00105243992931515
82,5.130922875358527e-07,4.799912309531012e-08,4.976564101312573e-10,2.603714164753374e-07,3.57452704864108e-12,0.9999374353121957,1.8784513124154288e-07,5.082819962948845e-08,8.24039427672546e-07,6.0680011089655e-05
83,5.909044206694744e-15,2.6208642472499893e-11,2.762874019167355e-13,6.862648950896834e-15,5.3755316428107045e-14,9.6920875809404e-12,0.9999987223294715,1.979738540058134e-11,2.0448755030242e-16,1.2776145015050532e-06
84,6.435957502594219e-11,9.96303105245226e-12,3.080997991776088e-11,1.499306171464435e-11,9.905077024004841e-14,0.999997301884152,3.542749450436353e-11,2.6157881327043515e-09,5.12638678631792e-13,2.6953438182831044e-06
85,4.818751207104097e-10,0.0973109693577076,0.007359448804145922,7.892221537178715e-13,3.2193775781452895e-17,0.0001711503304661567,3.570776243269318e-15,0.24123409722133773,1.1390664792518202e-09,0.6539243326645531
86,0.00017335637269203267,0.06982353039090998,0.00011235626721277797,0.002624649623727611,2.3522092596010236e-06,0.07510618242505497,0.026443971760447594,0.002824566125554272,0.0008248155987292141,0.8220642192263371
87,0.00044387278052134986,0.004910128613652659,0.0008297371439554368,0.0011625986919605767,6.752911916807341e-06,0.02823180858783148,0.1017910720110427,0.0945753218142525,0.001506622172693469,0.766542085272263
88,1.6686458468841554e-05,0.0019193480387325098,1.1243324649490428e-06,0.00020270320597639993,3.8781510367390244e-07,0.0015509123812938203,0.004807213172348773,0.00022685320554453707,0.031110320972865098,0.9601644504171636
89,0.003459293813952507,0.0035010435688723196,7.704862413573285e-05,0.0012990727748793758,7.627783810776926e-06,0.002185152067186025,0.021902619475002227,0.0046107162069350454,0.0007920082235539892,0.9621654174616768
90,0.0003823905722081123,0.0034270377131910357,0.07944322562804874,6.279318704695275e-05,2.3041940239615813e-08,0.033943548109099164,0.0002020015933159129,5.664132723371558e-05,3.163647822708504e-05,0.8824507023497523
91,0.0015049616649516877,0.0013303648532675366,3.437700209749032e-05,0.0010872765221487863,1.8600443518101163e-05,0.0013545853511900297,0.012366579693257817,0.0026044848107447914,0.015697750522083016,0.964001019136709
92,7.419137379493963e-06,1.0148777784090021e-05,5.217147389229164e-07,3.6055219979882546e-06,7.017059611295019e-07,5.221813560565407e-05,0.0001375433567917541,0.017314693987446974,3.2910492131689236e-05,0.982440237170065
93,1.5413315238597067e-11,1.6908464481860763e-10,5.092154475803941e-13,0.9999999567833138,8.067885645850662e-15,5.231636705548694e-09,2.2491015388045193e-08,2.794263237815903e-09,3.321421987956855e-12,1.2511463934167896e-08
94,0.001336420019257052,0.0012837778043340586,4.133369268036826e-05,0.0008911846991679443,6.79279808589898e-06,0.0005001542250431759,0.011792136219021912,0.003106138095621401,0.00036923680688164836,0.9806728256398524
95,0.0007703802892414966,0.005873053589250481,0.00042832169758898176,0.00013715234635003159,8.957898618914435e-07,0.0035662210230416806,0.002937952125841978,0.0002849116903843359,0.0001806409413297761,0.9858204705071891
96,0.0009942830029734558,0.0008454149955189161,8.222265633735362e-06,0.00034610863026035,3.1851171159769946e-06,0.002691574852229515,0.028741209288701643,0.007382870276977155,0.01026657269709957,0.9487205588735091
97,0.0032548265212337837,0.004109289993880516,0.0027677915823288942,0.0004964209589040637,2.1149404723383188e-05,0.008068318856793148,0.010600729983495101,0.5533290416279288,0.00017979519637935273,0.4171726358742247
98,1.2190798770064446e-11,6.159284706181351e-11,5.53816763150207e-13,1.3456236036899738e-11,5.952509427918499e-14,4.944664032377183e-11,1.1597866098707511e-09,5.675863321789354e-11,0.9999999754236345,2.3222448117507268e-08
99,0.0018901468995446472,0.02144025712704282,0.0009376536412408208,0.00013480231182506563,2.8332019034490635e-06,0.0036910404080907778,0.006361237397592187,0.045936940689636274,0.0024579514634528667,0.9171471368596973
100,5.571619811738337e-08,2.2548051109337247e-08,4.3653496168595695e-11,7.340155701596722e-09,1.1513088134273991e-11,1.292202163223903e-08,1.1829980374918156e-06,1.29893061620574e-08,0.9998681354335437,0.00013056999756671977
101,3.026463705579077e-08,3.159195728825996e-09,3.495523859484282e-11,4.425861181798619e-09,4.490683577597799e-12,0.9999959651658628,1.848767560843974e-07,7.455492056247058e-08,3.061264083307861e-09,3.7344520660130777e-06
102,0.000616942607707329,2.632232868891599e-07,0.9738811316437541,7.038010387931321e-07,1.116873154594826e-10,0.00818062465286291,1.0956678473916207e-07,0.00011539707098655658,2.011123465186727e-08,0.017204807210671042
103,0.11195263311058454,0.0008192025879039609,0.00014584874877816598,0.0003188529043275503,4.758096515436093e-06,0.004956695976747076,0.04137666780089626,0.00281812721544726,8.377319651484093e-05,0.8375234403622563
104,0.0011493802410209113,0.005825517896301035,0.0016997676860199898,0.0020073084449821563,8.83316993964512e-06,0.011754037726785925,0.0278840641973672,0.013637827097506898,0.011232242230518162,0.9248010213095038
105,0.001747074331692862,0.0009595907290851039,1.2195383121145675e-05,0.006338775485109868,4.641871146169725e-06,0.001350904889470037,0.022355627959316993,0.004007742647349416,0.10631039804144993,0.8569130486622748
106,0.0007179602800509623,0.0013772390801122685,8.603861747119815e-06,0.0006830642327854093,6.881889310914761e-07,0.0010945938806244807,0.0060225481899272865,0.00046895843422867424,0.00013314438128586676,0.989493199470263
107,0.0020607759432348747,0.00018621088732459173,5.078835558430036e-06,0.0004878235319624239,5.267486996830562e-07,0.0009089215529676902,0.0027226469040653187,0.00018915635998167994,0.8590389982128189,0.13439986102339635
108,0.0008614445742589184,0.004214293255201699,6.589055608414254e-06,0.0003349325294073572,2.7918975913085404e-06,0.0011680227472282724,0.037724987477904,0.1938967501758553,0.003941178487585176,0.7578490097992885
109,1.4175987989276054e-09,6.636074848571e-10,1.526613493073735e-11,2.1543079693868344e-10,5.416782449424624e-13,1.4162001868451125e-08,1.1105814536957636e-08,1.3768615087643802e-09,0.9999974386454202,2.5323973685324e-06
110,1.9671984471357758e-07,0.07895333470249617,0.035660908237548576,9.366391797432369e-09,9.348857997595887e-14,0.0032779224736686264,3.305058256975227e-12,0.8207204734890873,6.268836138649749e-10,0.06138715438060193
111,8.22842941500777e-11,5.127768612327314e-10,2.257086793122774e-11,3.1156644095330917e-10,6.533922559149369e-13,8.208782683802535e-10,4.5993349860282126e-08,7.099424736258369e-10,0.9999990228996238,9.28646268219308e-07
112,0.0001405645402548987,0.0017457254316852917,2.023734777865558e-05,0.00026505132626997716,6.605805796658652e-06,0.0011701337371176595,0.011627646964343938,0.011585158789284847,0.009263515986890755,0.9641753600705091
113,1.3117688412173347e-07,2.7785042917258374e-07,7.516595688768353e-10,2.138589004251288e-07,1.7763186216849497e-10,7.867362283156627e-08,1.1340881835677197e-06,1.4578802334770875e-06,0.9998961702602773,0.00010053528225978634
114,3.092195482248623e-05,0.0017412428911092713,0.000146313925028426,0.006037620793619159,4.300013901774242e-06,0.04018962893183364,0.0005784240944810264,0.15460485227694845,0.3665564641556132,0.43011023096255036
115,0.0076093514955079475,0.0012630033493497398,4.134696847544178e-06,0.00018560648347554052,1.3517801861962879e-06,0.0002671480996471009,0.013883733162624425,0.005239176248338179,0.00044130562618358303,0.9711051890578881
116,0.0005339873297699632,0.0037934482923924965,2.9591631253713186e-05,0.0019344583625271374,7.822608378268745e-06,0.014994331124253347,0.0401376989043519,0.13072513888512044,0.00011857152022240193,0.8077249513416705
117,7.132279206352373e-06,3.495386127266494e-07,0.9999322223003141,1.572902944212516e-09,5.037681189377723e-13,8.46617614178533e-07,3.9141766689746485e-09,7.906813709461717e-07,1.2046577225758138e-09,5.8651890622387334e-05
118,0.0010200276808133989,0.003099190037287391,0.0010465111759684637,0.0011413510084771763,8.397018028343855e-07,0.0049120150563217125,0.007941675985288861,0.0020604535904645426,0.0008441137160604633,0.9779338220475149
119,0.00020920561896599037,0.00267786176865583,0.003476467806032026,0.0003143138999516606,2.340290553432261e-07,0.015216973498381721,0.006567287776729512,0.028152258783230945,0.00032434448518042097,0.9430610523338753
120,0.005622310630883288,0.0011177120816048157,0.0010854748916606807,0.0014319656476678134,2.3296084360812946e-06,0.00301363949693521,0.0366880655180321,0.006921111519346463,0.0012238613786753204,0.9428935292266488
121,4.773793145056173e-05,7.51984229231957e-05,8.192600967780246e-07,1.9970744261479195e-05,3.0020991939332307e-07,0.00014256686377731568,0.0028165696838541596,0.8594823135808765,2.1412177822221176e-05,0.13739311112509967
122,0.0010318397439070663,0.001995387917249594,9.653817960940449e-05,0.0004940056992247989,5.371091517866432e-06,0.0039043357755138525,0.06448115888414856,0.058916990280939205,0.0002905983840964463,0.8687837740438676
123,0.09721587660899059,6.537902171946576e-08,6.842382104263174e-10,2.555275880877816e-09,2.8908366263707595e-10,0.007491536084996017,0.8948412895772213,2.60371297402104e-05,2.2989130920051447e-09,0.00042518939246054195
124,1.113724726395221e-09,1.4084325949961418e-07,2.117017467458652e-07,1.4018416012793764e-09,1.8830745470914308e-12,0.9999793203736359,5.546032249852965e-09,6.965547993770397e-07,9.81493389842474e-09,1.961264804497394e-05
125,1.0639442834659557e-15,1.4304132180399746e-08,1.3228023641117497e-14,2.8004256676204426e-12,8.23737441614969e-19,2.4819002107303877e-15,2.2554686171951106e-11,0.9999999855465377,1.1529633926804888e-13,1.2381357453237473e-10
126,3.6975713797528347e-09,4.638523422533786e-07,2.9677031146307144e-12,0.999995497726917,6.481642632316137e-14,1.7597821474455111e-09,4.3149712425354825e-09,4.258720377960686e-09,2.186247491423155e-10,4.024168118882863e-06
127,0.0061531204341505556,0.010113693259393467,9.45521364523182e-05,0.0010140960222066898,4.5087975998983405e-06,0.00219242148085543,0.12137646380348259,0.011844869298106285,0.0007507024538766465,0.8464555723137736
128,4.818751207104097e-10,0.0973109693577076,0.007359448804145922,7.892221537178715e-13,3.2193775781452895e-17,0.0001711503304661567,3.570776243269318e-15,0.24123409722133773,1.1390664792518202e-09,0.6539243326645531
129,1.6694195203789022e-05,0.006965968368927967,9.414470238565106e-06,0.00039593950885370683,1.2426859730335088e-05,0.0004128292827745003,0.006979371822699776,0.0020670839371211137,5.612227777099841e-06,0.9831346593267191
130,4.568310490520083e-07,8.211249577564848e-07,1.4675790093532847e-08,1.2179933969801024e-07,7.468676169257486e-10,4.19126327118929e-07,9.033608855813948e-06,0.9998078100390305,1.1506862010162919e-08,0.00018131054094964574
